Alabama, Chambers, 7.973706342225065
Alabama, Etowah, 47.135111882249646
Alabama, Jefferson, 9.659091957788405
Alabama, Lee, 5.894808253757947
Alabama, Mobile, 7.70202986571077
Alabama, Shelby, 6.003737538398259
Alabama, Tallapoosa, 30.62160566193147
Arizona, Coconino, 4.778217579303075
Arizona, Mohave, 100.0
Arizona, Navajo, 11.159118506257585
Arizona, Pima, 35.43844445107586
Arkansas, Jefferson, 18.442479349016214
Arkansas, Pulaski, 17.257606693542655
California, Los Angeles, 5.26163655022061
California, Marin, 60.402844470022174
California, Riverside, 7.517672911211166
California, San Mateo, 8.18762525886958
California, Santa Clara, 57.59414170106595
California, Tulare, 6.026763384032328
California, Yolo, 24.363477225204004
Colorado, Adams, 9.391692021880786
Colorado, Arapahoe, 10.170522340629432
Colorado, Boulder, 13.29922462645467
Colorado, Broomfield, 49.34608310931822
Colorado, Chaffee, 48.803106675756545
Colorado, Denver, 5.521613531064601
Colorado, Douglas, 24.262931139846913
Colorado, El Paso, 17.903946421231858
Colorado, Jefferson, 9.17682859858772
Colorado, Larimer, 14.488410974383736
Colorado, Montrose, 5.532467060725605
Colorado, Morgan, 28.113042779903886
Colorado, Pueblo, 12.804704289375673
Colorado, Weld, 6.757076527715928
Connecticut, Fairfield, 1.09437014164901
Connecticut, Hartford, 5.746544612469558
Connecticut, Litchfield, 11.829346616427147
Connecticut, Middlesex, 8.004218293269822
Connecticut, New Haven, 3.6226207771919983
Connecticut, New London, 30.470134799405006
Connecticut, Tolland, 28.678328439490958
Delaware, Kent, 23.59649977680772
Delaware, New Castle, 9.240408016435753
Delaware, Sussex, 5.510389316356655
District of Columbia, District of Columbia, 7.374967873427043
Florida, Broward, 2.3847686232968424
Florida, Charlotte, 12.977755575187238
Florida, Citrus, 68.57443992400842
Florida, Clay, 46.20006236631825
Florida, Collier, 28.510966830864763
Florida, Lee, 14.789485044633285
Florida, Manatee, 13.701540682256464
Florida, Miami-Dade, 8.782253975557605
Florida, Palm Beach, 44.95174498155106
Florida, St. Lucie, 15.19002435169125
Florida, Sarasota, 27.228876804301695
Florida, Sumter, 68.05884456129034
Florida, Suwannee, 36.52852106597689
Georgia, Bartow, 13.525045264455732
Georgia, Bibb, 31.715630102752197
Georgia, Butts, 46.6761604664044
Georgia, Carroll, 26.605166305974137
Georgia, Cherokee, 49.65075299879391
Georgia, Clarke, 26.90755080083756
Georgia, Clayton, 8.312626635790894
Georgia, Cobb, 4.320185597976585
Georgia, Colquitt, 23.28870216369254
Georgia, DeKalb, 8.54739943539384
Georgia, Dooly, 10.41175356094481
Georgia, Dougherty, 66.26701196307359
Georgia, Douglas, 12.927267568090487
Georgia, Early, 59.09372197641747
Georgia, Fayette, 7.818031361373364
Georgia, Floyd, 100.0
Georgia, Fulton, 8.435058560627315
Georgia, Gordon, 24.419320691573926
Georgia, Gwinnett, 22.4305674870847
Georgia, Hall, 27.24000392918121
Georgia, Henry, 22.449858378439085
Georgia, Houston, 23.35835374907233
Georgia, Lee, 26.00735700398113
Georgia, Mitchell, 11.4754499047536
Georgia, Randolph, 45.12301720698545
Georgia, Richmond, 45.82276006102818
Georgia, Spalding, 19.44339565428334
Georgia, Sumter, 12.038822681805343
Georgia, Terrell, 24.775126798680493
Georgia, Thomas, 46.299066882770404
Georgia, Turner, 23.962023336615257
Georgia, Upson, 31.154488774187843
Georgia, Ware, 7.897674314647936
Georgia, Wilcox, 24.103289225206073
Georgia, Worth, 8.201285210957124
Idaho, Nez Perce, 7.411533262806931
Idaho, Twin Falls, 41.898015041336436
Illinois, Boone, 31.755791768458895
Illinois, Cook, 9.92107238745986
Illinois, DuPage, 3.5028177629869135
Illinois, Jefferson, 52.32777570759164
Illinois, Kane, 5.48095950194461
Illinois, Kankakee, 6.352258110275278
Illinois, Lake, 13.006452506550904
Illinois, McHenry, 19.696539445752045
Illinois, Macon, 62.82479251535074
Illinois, Madison, 60.47835435749332
Illinois, Monroe, 7.495339845819926
Illinois, St. Clair, 13.107383894752353
Illinois, Sangamon, 11.666789650865121
Illinois, Will, 1.8837234652836394
Illinois, Winnebago, 20.557209629511934
Indiana, Allen, 11.143526382776932
Indiana, Bartholomew, 30.86365153781816
Indiana, Boone, 29.28293889206014
Indiana, Clark, 6.419059387396489
Indiana, Daviess, 6.057049333394204
Indiana, Dearborn, 16.17498344277277
Indiana, Decatur, 11.798728589852296
Indiana, Delaware, 31.058513571244927
Indiana, Elkhart, 100.0
Indiana, Floyd, 6.428515267994468
Indiana, Grant, 43.823888945873996
Indiana, Hamilton, 13.151649771242452
Indiana, Hancock, 26.314216897761515
Indiana, Hendricks, 24.546593747779898
Indiana, Johnson, 33.2534755768941
Indiana, Lake, 9.507563462862276
Indiana, Lawrence, 5.973916594295675
Indiana, Madison, 5.627310858863656
Indiana, Marion, 13.922989410594544
Indiana, Noble, 49.177673418453395
Indiana, Orange, 40.97610087580493
Indiana, St. Joseph, 13.217826682591225
Indiana, Shelby, 15.758710769937718
Indiana, Warrick, 16.345547236868313
Iowa, Black Hawk, 29.66779057501695
Iowa, Linn, 9.654368220377862
Iowa, Muscatine, 22.97581455129051
Iowa, Polk, 6.040934281453527
Kansas, Johnson, 71.4773812710299
Kansas, Wyandotte, 19.10865577754563
Kentucky, Adair, 12.44399367224203
Kentucky, Graves, 27.97646812337461
Kentucky, Hopkins, 28.81835398290632
Kentucky, Jefferson, 34.45251957395315
Kentucky, Kenton, 6.189943074811068
Louisiana, Acadia, 13.37815276914401
Louisiana, Ascension, 16.236362649583256
