,county,state,min_confirmed_count,min_death_count,min_recovered_count,max_confirmed_count,max_death_count,max_recovered_count,median_confirmed_count,median_death_count,median_recovered_count,mean_confirmed_count,mean_death_count,mean_recovered_count,sum_confirmed_count,sum_death_count,sum_recovered_count,total_population,number_of_men,number_of_women,race_hispanic,race_white,race_black,race_native,race_asian,pacific,voting_age_citizens,census_income_average,census_income_margin,census_income_per_capita,census_income_per_capita_margin,census_poverty,census_child_poverty,professional_job_percentage,service_job_percentage,office_job_percentage,construction_job_percentage,production_job_percentage,commute_drive_percentage,commute_carpool_percentage,commute_transit_percentage,commute_walk_percentage,commute_other_percentage,commute_noneed_percentage,number_of_employed_people,employment_private_percentage,employment_public_percentage,employment_self_percentage,employment_family_percentage,unemployment_percentage,icu_beds,Total Population,Population Aged 60+,Percent of Population Aged 60+,Residents Aged 60+ Per Each ICU Bed,diversity_index,diversity_black_race,diversity_native_race,diversity_asian_race,diversity_pacific_race,diversity_two_or_more_races,diversity_hispanic_race,diversity_white_race,democrat,republican,other,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,mortality_rate,min_mortality_rate,max_mortality_rate,change_in_mortality_rate,min_change_in_mortality_rate,max_change_in_mortality_rate
10,Adams,IA,,,,,,,,,,,,,,,,3785.0,1870.0,1915.0,1.2,96.8,0.4,0.1,0.6,0.0,2992.0,49745.0,3996.0,27022.0,1948.0,11.2,8.6,37.4,14.3,17.0,13.1,18.3,80.7,9.6,0.2,3.3,0.8,5.3,1796.0,72.0,12.1,15.5,0.3,4.2,0.0,3785.0,1142.0,30.2,0.0,0.058873,0.3,0.5,0.6,0.0,0.6,1.1,97.0,565.0,1395.0,146.0,1096700779.0,5353407.0,423.439,2.0669999999999997,37.34952380952381,32.93857142857143,42.285714285714285,9.711428571428572,-20.023333333333333,57.20666666666665
11,Adams,ID,1.0,0.0,0.0,2.0,0.0,0.0,1.5,0.0,0.0,1.5,0.0,0.0,3.0,0.0,0.0,3946.0,2021.0,1925.0,3.3,92.7,0.3,1.2,0.0,0.2,3229.0,42727.0,4646.0,24315.0,2275.0,13.8,20.9,33.1,19.4,21.2,13.9,12.5,69.0,13.1,0.8,4.4,1.8,10.9,1539.0,65.4,22.0,12.5,0.0,8.7,0.0,3946.0,1513.0,38.3,0.0,0.120523,0.2,1.0,0.5,0.1,1.7,3.3,93.7,415.0,1556.0,212.0,3529649008.0,17359919.0,1362.805,6.702999999999999,30.638095238095236,26.616190476190475,35.22428571428571,-1.9742857142857146,-28.893333333333334,40.684285714285714
12,Adams,IL,-7.0,0.0,0.0,21.0,1.0,5.0,1.0,0.0,0.0,2.3333333333333335,0.05555555555555555,0.2777777777777778,42.0,1.0,5.0,66787.0,32698.0,34089.0,1.5,92.0,3.9,0.2,0.8,0.1,51303.0,48454.0,1689.0,27256.0,873.0,13.1,17.5,31.8,17.4,26.1,8.9,15.8,82.6,8.6,0.4,2.3,1.5,4.5,32243.0,83.1,10.6,6.1,0.1,5.5,25.0,66787.0,16968.0,25.4,679.0,0.14061700000000002,3.7,0.2,0.7,0.0,1.7,1.4,92.6,7676.0,22790.0,1485.0,2214972287.0,41784365.0,855.206,16.133,40.08714285714285,37.13,43.27285714285715,20.92238095238095,-7.675714285714285,64.97952380952381
13,Adams,IN,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.125,0.125,0.0,9.0,1.0,0.0,35018.0,17361.0,17657.0,4.4,93.7,0.9,0.0,0.4,0.0,23929.0,48290.0,2581.0,21534.0,1130.0,18.9,29.8,24.2,15.9,19.6,13.9,26.3,74.3,16.7,0.0,2.6,1.9,4.5,14954.0,83.1,8.2,8.1,0.6,5.2,4.0,35018.0,7140.0,20.4,1785.0,0.11061700000000001,0.4,0.3,0.3,0.0,0.7,4.4,94.2,2805.0,9648.0,637.0,878079482.0,2429955.0,339.028,0.938,36.80619047619047,33.62238095238096,40.13238095238096,38.327619047619045,0.8376190476190475,97.9342857142857
14,Adams,MS,0.0,0.0,0.0,15.0,2.0,0.0,3.0,0.0,0.0,3.6382978723404253,0.3191489361702128,0.0,171.0,15.0,0.0,31583.0,15680.0,15903.0,8.4,36.9,52.8,0.2,0.6,0.0,22394.0,30359.0,1438.0,17721.0,1289.0,34.2,56.9,30.5,20.6,23.6,13.0,12.3,87.2,6.5,0.7,0.6,1.2,3.7,10190.0,75.2,18.2,6.4,0.1,10.9,15.0,31583.0,7493.0,23.7,500.0,0.565573,53.3,0.4,0.5,0.0,1.1,7.6,38.0,7757.0,5874.0,205.0,1197464268.0,65273640.0,462.344,25.201999999999998,52.05380952380953,47.580952380952375,56.72380952380953,34.29809523809524,0.03523809523809601,82.45476190476191
15,Adams,ND,,,,,,,,,,,,,,,,2368.0,1168.0,1200.0,0.5,93.0,1.6,1.1,2.6,0.0,1862.0,54700.0,10365.0,35933.0,4260.0,9.2,8.8,44.6,10.7,15.0,17.5,12.2,73.9,9.4,0.6,6.0,2.9,7.3,1275.0,73.7,10.6,15.2,0.5,1.6,0.0,2368.0,743.0,31.4,0.0,0.087482,0.7,0.7,0.5,0.0,1.7,0.9,95.5,216.0,909.0,93.0,2557960607.0,2833850.0,987.6339999999999,1.094,36.30047619047619,31.611904761904757,41.45095238095238,2.0476190476190474,-25.682857142857145,43.652857142857144
16,Adams,NE,1.0,0.0,0.0,23.0,2.0,0.0,4.0,0.0,0.0,5.704545454545454,0.06818181818181818,0.0,251.0,3.0,0.0,31564.0,15981.0,15583.0,9.4,86.9,0.6,0.1,1.3,0.0,23151.0,51721.0,2585.0,28085.0,1682.0,12.4,18.0,33.4,19.4,20.4,10.1,16.7,83.0,9.3,0.7,1.8,1.3,3.9,15890.0,78.0,15.1,6.7,0.1,4.2,10.0,31564.0,7465.0,23.7,747.0,0.219552,1.0,0.9,1.6,0.1,1.2,8.5,87.9,3302.0,9287.0,924.0,1458869092.0,2481410.0,563.273,0.958,37.18285714285713,34.06571428571428,40.611428571428576,9.655714285714286,-19.983809523809526,53.70428571428571
17,Adams,OH,-1.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.7272727272727273,0.0,0.2727272727272727,8.0,0.0,3.0,27926.0,13960.0,13966.0,1.0,96.6,0.4,0.6,0.2,0.0,21041.0,36320.0,2651.0,20248.0,1164.0,23.8,32.0,28.3,18.9,16.7,13.6,22.5,80.8,11.5,0.5,1.3,1.2,4.8,10124.0,79.1,13.0,7.7,0.2,7.5,0.0,27926.0,6379.0,22.8,0.0,0.062672,0.5,0.5,0.2,0.0,1.3,0.9,96.8,2326.0,8659.0,374.0,1512208937.0,6165939.0,583.867,2.381,50.32190476190476,46.08285714285714,54.959523809523816,61.197142857142865,23.41476190476191,119.32619047619043
18,Adams,PA,0.0,0.0,0.0,15.0,3.0,0.0,3.0,0.0,0.0,3.7,0.12,0.0,185.0,6.0,0.0,101589.0,50055.0,51534.0,6.8,89.5,1.4,0.0,0.7,0.0,78227.0,62661.0,1660.0,29685.0,663.0,8.8,13.9,30.1,16.2,22.1,11.0,20.6,82.3,9.1,0.3,3.7,0.9,3.8,50561.0,83.4,10.7,5.6,0.2,4.9,8.0,101589.0,26312.0,25.9,3289.0,0.185165,1.9,0.4,0.8,0.0,1.3,6.5,90.0,14219.0,31423.0,1847.0,1343394713.0,7889265.0,518.688,3.0460000000000003,36.908095238095235,34.268095238095235,39.60428571428571,7.198095238095238,-17.284285714285716,45.29190476190476
19,Adams,WA,1.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,2.0833333333333335,0.0,0.0,50.0,0.0,0.0,19261.0,9750.0,9511.0,62.3,35.2,0.3,0.4,1.0,0.0,8899.0,48131.0,5933.0,18415.0,867.0,23.1,31.6,22.8,13.9,14.1,29.2,19.9,71.3,18.6,0.2,2.2,1.9,5.7,7757.0,81.2,14.6,3.8,0.3,5.9,0.0,19261.0,2912.0,15.1,0.0,0.48918900000000004,1.3,4.7,1.4,0.1,1.4,61.4,36.2,1299.0,3083.0,262.0,4985663377.0,12499935.0,1924.975,4.8260000000000005,37.94333333333333,34.08142857142858,42.06904761904763,11.649523809523812,-19.185714285714287,60.788095238095245
20,Adams,WI,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.8,0.2,0.0,4.0,1.0,0.0,20111.0,10770.0,9341.0,3.8,90.7,2.7,0.6,0.5,0.0,16837.0,44003.0,1500.0,24874.0,1297.0,13.0,23.3,23.6,22.7,21.8,12.5,19.4,78.5,12.2,0.1,1.5,1.7,6.0,7530.0,80.7,11.9,7.3,0.2,8.1,0.0,20111.0,7417.0,36.9,0.0,0.174593,3.2,1.1,0.5,0.0,1.2,3.8,90.7,3770.0,5983.0,411.0,1672140739.0,108432131.0,645.617,41.86600000000001,40.612857142857145,37.166666666666664,44.37952380952382,22.43095238095238,-7.214285714285713,67.69952380952381
21,Addison,VT,1.0,0.0,0.0,7.0,1.0,0.0,2.0,0.0,0.0,2.6956521739130435,0.08695652173913043,0.0,62.0,2.0,0.0,36825.0,18214.0,18611.0,2.2,93.0,0.9,0.3,1.9,0.0,29510.0,61875.0,2338.0,31051.0,1033.0,7.8,9.0,40.8,16.4,18.2,13.1,11.5,72.5,8.6,0.7,7.6,1.2,9.4,19872.0,77.9,10.3,11.5,0.3,4.4,0.0,36825.0,9459.0,25.7,0.0,0.12094200000000001,1.0,0.3,1.6,0.0,1.8,2.0,93.7,11219.0,5297.0,2515.0,1984780358.0,107303299.0,766.328,41.43,34.25047619047618,31.20047619047619,37.48952380952381,-7.9399999999999995,-30.75,28.051428571428566
22,Adjuntas Mu,PR,,,,,,,,,,,,,,,,18525.0,9297.0,9228.0,99.6,0.3,0.0,0.0,0.0,0.0,14345.0,11680.0,1168.0,7117.0,737.0,64.1,78.3,36.5,21.1,21.2,8.9,12.3,88.0,3.8,0.0,5.7,1.1,1.5,3719.0,57.2,33.7,9.0,0.0,40.9,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Adjuntas Municipio,PR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172725734.0,1051790.0,66.69,0.406,,,,,,
24,Aguada Mu,PR,,,,,,,,,,,,,,,,39470.0,19308.0,20162.0,93.7,4.1,0.1,0.0,0.0,0.0,31286.0,16199.0,1510.0,9001.0,605.0,52.2,62.2,27.8,26.4,23.9,11.3,10.5,68.6,21.0,0.3,4.5,0.7,4.9,11901.0,64.0,19.5,16.5,0.0,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Aguada Municipio,PR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79903299.0,38046322.0,30.851,14.69,,,,,,
26,Aguadilla Mu,PR,,,,,,,,,,,,,,,,55722.0,27122.0,28600.0,97.3,1.0,0.3,0.0,0.3,0.0,43718.0,16821.0,939.0,10872.0,774.0,51.6,65.2,30.9,23.5,26.6,8.9,10.1,84.8,7.8,0.5,4.4,1.6,0.9,13862.0,65.4,26.0,8.5,0.1,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Aguadilla Municipio,PR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94613891.0,101131781.0,36.531,39.047,,,,,,
28,Aguas Buenas Mu,PR,,,,,,,,,,,,,,,,26855.0,13057.0,13798.0,99.4,0.6,0.0,0.0,0.0,0.0,20970.0,16733.0,1797.0,10615.0,2016.0,48.3,60.1,24.8,19.7,30.4,12.5,12.7,82.6,9.4,2.0,4.0,0.3,1.7,7433.0,68.5,18.2,13.2,0.0,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Aguas Buenas Municipio,PR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77919486.0,28383.0,30.085,0.011000000000000001,,,,,,
30,Aibonito Mu,PR,,,,,,,,,,,,,,,,24008.0,11552.0,12456.0,99.5,0.3,0.0,0.0,0.1,0.0,18901.0,18387.0,1257.0,10224.0,1120.0,49.2,66.7,31.9,21.5,20.3,9.7,16.5,86.5,8.8,0.2,2.3,0.8,1.4,6088.0,73.9,21.8,4.3,0.0,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Aibonito Municipio,PR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81094468.0,71895.0,31.311,0.027999999999999997,,,,,,
32,Aiken,SC,1.0,0.0,0.0,13.0,1.0,0.0,2.5,0.0,0.0,3.409090909090909,0.1590909090909091,0.0,150.0,7.0,0.0,165707.0,80260.0,85447.0,5.5,66.7,24.5,0.2,1.0,0.0,124553.0,47713.0,1780.0,26222.0,719.0,16.7,26.6,34.0,16.9,22.9,10.7,15.5,84.6,10.4,0.2,1.0,0.9,2.9,70753.0,78.1,16.4,5.0,0.4,9.0,35.0,165707.0,41209.0,24.9,1177.0,0.48224300000000003,25.1,0.5,0.9,0.1,1.9,5.2,67.2,25455.0,46025.0,3371.0,2774109818.0,24619610.0,1071.09,9.506,42.24380952380952,39.47428571428571,45.1795238095238,-2.55,-21.653333333333332,26.785714285714285
33,Air Force,Military,-100.0,0.0,0.0,91.0,1.0,78.0,26.0,0.0,8.0,28.485714285714284,0.02857142857142857,13.285714285714286,997.0,1.0,465.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Aitkin,MN,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,15841.0,8079.0,7762.0,1.3,94.1,0.5,2.2,0.4,0.0,13155.0,45860.0,1405.0,26883.0,743.0,12.1,15.9,30.7,19.9,23.1,13.2,13.0,79.4,9.1,0.5,4.1,1.5,5.4,6274.0,75.8,15.7,8.4,0.1,6.2,4.0,15841.0,6467.0,40.8,1617.0,0.107822,0.4,2.6,0.2,0.0,1.5,1.1,94.4,3134.0,5516.0,581.0,4718271057.0,449535882.0,1821.735,173.567,33.99142857142857,30.816190476190474,37.3595238095238,-1.9076190476190478,-25.865238095238098,34.679047619047616
35,Alachua,FL,0.0,0.0,0.0,15.0,3.0,0.0,5.0,0.0,0.0,5.140625,0.109375,0.0,329.0,7.0,0.0,259865.0,125712.0,134153.0,9.3,62.0,19.8,0.3,5.9,0.1,200490.0,45478.0,1546.0,26431.0,711.0,23.3,22.0,46.1,19.2,23.3,5.3,6.2,74.7,8.8,4.1,3.3,4.6,4.5,120466.0,70.2,25.5,4.2,0.1,6.6,210.0,259865.0,47766.0,18.4,227.0,0.5471550000000001,20.4,0.3,5.7,0.1,2.5,8.9,63.2,75820.0,46834.0,5917.0,2266378727.0,242823267.0,875.054,93.755,38.42142857142858,35.88809523809523,41.04380952380952,-3.780476190476189,-22.410000000000004,20.079523809523806
36,Alamance,NC,0.0,0.0,0.0,21.0,2.0,27.0,3.0,0.0,0.0,4.511111111111111,0.2,1.7333333333333334,203.0,9.0,78.0,157844.0,75078.0,82766.0,12.3,65.0,18.9,0.3,1.5,0.0,113344.0,44281.0,1192.0,25157.0,738.0,17.6,26.1,33.0,17.4,23.0,10.3,16.2,85.1,9.3,0.2,1.3,1.1,2.9,73906.0,81.0,13.2,5.6,0.2,6.0,20.0,157844.0,35388.0,22.4,1769.0,0.5098,19.3,1.4,1.5,0.1,1.9,11.8,66.2,29833.0,38815.0,2509.0,1096654283.0,28025249.0,423.421,10.821,41.56142857142858,38.81142857142857,44.39857142857144,1.4076190476190489,-18.445238095238096,29.992380952380948
37,Alameda,CA,0.0,0.0,0.0,94.0,12.0,0.0,36.0,1.0,0.0,35.08955223880597,1.2388059701492538,0.0,2351.0,83.0,0.0,1629615.0,799649.0,829966.0,22.5,32.2,10.7,0.3,28.7,0.8,1056116.0,85743.0,940.0,41363.0,335.0,11.3,13.0,48.0,16.0,20.4,6.4,9.2,62.0,10.1,14.6,3.7,3.6,6.0,826310.0,79.3,13.2,7.3,0.1,6.0,282.0,1629615.0,300276.0,18.4,1065.0,0.740399,12.4,1.2,28.2,1.0,5.2,22.7,33.2,514842.0,95922.0,43502.0,1914242789.0,212979931.0,739.0930000000001,82.23200000000001,30.123333333333328,28.604285714285716,31.630476190476184,-30.311904761904763,-42.058571428571426,-14.85142857142857
38,Alamosa,CO,0.0,0.0,0.0,8.0,2.0,0.0,1.0,0.0,0.0,2.2941176470588234,0.11764705882352941,0.0,39.0,2.0,0.0,16345.0,8085.0,8260.0,45.8,48.6,1.6,1.3,1.0,0.2,11257.0,36315.0,4688.0,19217.0,1603.0,27.8,33.8,30.6,22.6,22.3,13.1,11.4,75.8,15.7,0.0,4.2,1.4,2.9,6593.0,73.1,18.2,6.3,2.3,9.9,6.0,16345.0,2952.0,18.1,492.0,0.543385,1.8,5.5,1.5,0.3,3.0,45.4,49.6,3189.0,3046.0,704.0,1871465871.0,1847609.0,722.577,0.713,43.561904761904756,38.87095238095238,48.801428571428566,21.92761904761905,-12.386190476190476,70.94952380952381
39,Albany,NY,2.0,0.0,0.0,98.0,6.0,611.0,20.0,0.0,0.0,24.184615384615384,1.0461538461538462,14.723076923076922,1572.0,68.0,957.0,308580.0,149287.0,159293.0,5.7,73.0,11.7,0.1,6.4,0.0,238354.0,62293.0,1234.0,35278.0,565.0,12.4,15.0,44.7,17.3,25.1,5.5,7.5,77.0,7.5,5.9,4.6,1.6,3.5,158961.0,71.3,24.5,4.2,0.1,5.3,120.0,308580.0,67673.0,21.9,564.0,0.42006499999999997,13.5,0.3,5.5,0.1,2.5,5.5,74.5,83077.0,47810.0,8943.0,1354083641.0,27161700.0,522.815,10.487,35.27428571428571,33.14857142857143,37.394285714285715,0.18952380952380954,-20.936666666666667,32.42904761904762
40,Albany,WY,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.125,0.0,0.0,9.0,0.0,0.0,37944.0,19883.0,18061.0,9.3,82.9,1.3,0.7,2.9,0.0,30057.0,45816.0,1840.0,26034.0,1146.0,23.0,11.8,42.1,20.8,19.2,10.1,7.8,70.1,9.7,2.1,8.8,4.7,4.7,21115.0,61.4,32.8,5.7,0.1,4.8,4.0,37944.0,5887.0,15.5,1472.0,0.2923,2.0,1.0,2.9,0.1,2.2,9.3,83.5,6890.0,7602.0,2568.0,11070455498.0,89161368.0,4274.327,34.425,34.670952380952386,31.344285714285714,38.30761904761905,5.354761904761905,-24.08857142857143,46.14666666666666
41,Albemarle,VA,1.0,0.0,0.0,22.0,3.0,0.0,2.0,0.0,0.0,2.8333333333333335,0.08333333333333333,0.0,136.0,4.0,0.0,105105.0,50283.0,54822.0,5.7,77.2,9.5,0.2,5.0,0.0,78224.0,72265.0,2910.0,39273.0,1293.0,9.8,11.0,54.0,15.5,18.7,6.2,5.6,76.9,8.6,1.8,3.4,1.8,7.6,50689.0,68.0,24.5,7.2,0.3,3.2,12.0,105105.0,24260.0,23.1,2022.0,0.37906100000000004,9.8,0.4,4.7,0.1,2.4,5.7,77.8,33345.0,19259.0,4122.0,1866869125.0,14032748.0,720.802,5.417999999999999,32.07,29.66809523809524,34.54619047619047,-27.5147619047619,-42.40809523809522,-8.597142857142856
42,Alcona,MI,-1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.75,0.125,0.0,6.0,1.0,0.0,10413.0,5247.0,5166.0,1.4,96.0,0.3,0.5,0.4,0.0,8984.0,39424.0,1705.0,24463.0,1059.0,14.9,21.7,23.5,20.9,22.9,13.2,19.6,80.8,9.6,0.2,1.8,2.3,5.3,3357.0,78.3,14.0,7.5,0.2,9.3,0.0,10413.0,4705.0,45.2,0.0,0.070326,0.3,0.8,0.3,0.0,1.0,1.4,96.4,1732.0,4201.0,265.0,1747141585.0,2890419325.0,674.575,1115.997,40.24333333333333,36.23476190476191,44.40857142857144,7.942380952380951,-20.918095238095233,54.02238095238096
43,Alcorn,MS,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,1.3333333333333333,0.1111111111111111,0.0,12.0,1.0,0.0,37242.0,18345.0,18897.0,3.0,83.2,11.7,0.0,0.3,0.0,27984.0,38919.0,1799.0,20527.0,1028.0,19.6,24.1,29.2,14.9,22.8,10.6,22.5,85.9,10.6,0.3,1.0,0.5,1.7,14884.0,81.1,13.9,5.0,0.1,8.6,24.0,37242.0,8512.0,22.9,355.0,0.285366,12.2,0.3,0.4,0.0,1.0,2.7,83.6,2684.0,11819.0,280.0,1036100568.0,3417891.0,400.041,1.32,53.8,49.530476190476186,58.37666666666667,38.7352380952381,5.426666666666663,93.25380952380954
44,Aleutians East,AK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3338.0,510.0,15.3,0.0,,,,,,,,,,,,,,,,,,,,,
45,Aleutians East ,AK,,,,,,,,,,,,,,,,3338.0,2049.0,1289.0,9.7,15.5,4.8,37.4,26.1,1.4,2057.0,66607.0,2827.0,31254.0,2187.0,16.7,20.0,16.3,13.6,9.6,15.2,45.3,26.4,5.8,0.1,59.2,3.3,5.3,2405.0,70.9,21.0,8.1,0.1,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Aleutians East Borough,AK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.738867,7.7,21.8,41.4,0.7,3.7,13.5,12.9,,,,18083191614.0,20792944391.0,6981.96,8028.201,23.34190476190476,18.34809523809524,29.30809523809524,-45.62333333333334,-69.61619047619047,14.587619047619047
47,Aleutians West,AK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,5784.0,707.0,12.2,0.0,,,,,,,,,,,,,,,,,,,,,
48,Aleutians West Cens,AK,,,,,,,,,,,,,,,,5784.0,3539.0,2245.0,13.5,24.8,5.0,11.5,37.7,2.6,3565.0,85192.0,5274.0,35998.0,1581.0,7.5,9.9,17.4,14.9,17.0,14.4,36.2,45.4,9.0,0.2,41.6,3.1,0.7,3961.0,79.7,16.9,3.4,0.0,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,
49,Aleutians West Census Area,AK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.769346,7.4,13.8,31.1,2.3,4.8,14.6,29.2,,,,11370719969.0,25190628850.0,4390.26,9726.157,23.34190476190476,18.34809523809524,29.30809523809524,-45.62333333333334,-69.61619047619047,14.587619047619047
50,Alexander,IL,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.1428571428571428,0.0,0.0,8.0,0.0,0.0,6776.0,3258.0,3518.0,1.0,61.8,34.6,0.6,0.2,0.0,5100.0,31014.0,2759.0,18564.0,1678.0,33.4,59.3,26.8,27.8,25.9,4.9,14.6,87.7,5.8,0.8,1.7,1.4,2.6,2164.0,75.0,20.6,4.4,0.0,8.2,0.0,6776.0,1841.0,27.2,0.0,0.520524,36.1,0.4,0.5,0.1,2.2,2.3,59.0,1262.0,1496.0,88.0,609996942.0,44237191.0,235.521,17.08,52.42476190476191,47.26761904761904,58.311904761904756,18.01666666666667,-12.940000000000001,68.85380952380952
51,Alexander,NC,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.3846153846153846,0.0,0.0,18.0,0.0,0.0,37159.0,18797.0,18362.0,4.6,87.0,5.9,0.2,1.2,0.1,28548.0,44523.0,2886.0,22655.0,1043.0,14.7,23.6,26.8,12.6,20.6,9.4,30.7,84.9,8.9,0.0,0.8,2.6,2.8,16393.0,83.2,10.5,6.2,0.2,6.7,0.0,37159.0,9162.0,24.7,0.0,0.22710500000000003,5.8,0.4,1.1,0.0,1.3,4.3,87.6,3767.0,13893.0,611.0,673358173.0,9445981.0,259.985,3.647,41.48857142857142,37.871428571428574,45.339047619047626,13.614761904761911,-12.136190476190475,52.10476190476191
52,Alexandr,VA,,,,,,,,,,,,,,,,154710.0,74501.0,80209.0,16.7,51.8,21.7,0.1,6.1,0.0,103194.0,93370.0,1553.0,57019.0,1089.0,10.5,17.7,58.5,16.0,16.1,4.7,4.6,58.2,8.3,21.9,3.5,2.9,5.2,95344.0,70.1,25.0,4.9,0.0,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Alexandria,VA,1.0,0.0,0.0,77.0,4.0,0.0,26.0,0.0,0.0,25.614035087719298,0.5964912280701754,0.0,1460.0,34.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57242.0,13285.0,5243.0,,,,,,,,,,
54,Alexandria City,VA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,154710.0,23816.0,15.4,595.0,,,,,,,,,,,,,,,,30.01809523809524,27.68714285714286,32.38142857142857,-36.64000000000001,-51.518571428571434,-13.899047619047618
55,Alexandria city,VA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.641095,22.4,0.8,6.8,0.2,3.0,16.9,52.4,,,,38977688.0,1127171.0,15.049000000000001,0.435,,,,,,
56,Alfalfa,OK,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.0,0.5,0.5,0.0,0.5,1.0,0.0,1.0,5877.0,3502.0,2375.0,5.0,76.2,2.4,1.9,0.0,0.0,4597.0,57432.0,4840.0,28007.0,3779.0,11.2,16.0,31.6,15.8,18.9,20.0,13.8,77.2,11.9,0.0,4.9,2.5,3.5,2238.0,64.7,21.2,13.8,0.3,4.5,0.0,5877.0,1503.0,25.6,0.0,0.27119899999999997,4.2,3.8,0.4,0.1,2.4,5.0,85.0,216.0,1933.0,109.0,2244107192.0,38546675.0,866.455,14.883,40.12238095238095,35.71809523809524,44.99952380952381,28.38095238095238,-7.970000000000001,87.54619047619046
57,Alger,MI,,,,,,,,,,,,,,,,9254.0,5088.0,4166.0,1.4,84.2,7.2,3.3,0.1,0.0,7779.0,42647.0,5475.0,21771.0,1475.0,13.0,16.6,27.9,23.2,23.1,8.1,17.7,72.9,11.1,2.0,4.3,1.8,8.0,3160.0,77.1,17.6,5.3,0.0,6.9,0.0,9254.0,3126.0,33.8,0.0,0.272016,6.7,4.0,0.5,0.0,3.0,1.3,84.9,1663.0,2585.0,270.0,2370036407.0,10703535571.0,915.076,4132.657999999999,36.839999999999996,33.13761904761905,40.960476190476186,-5.323809523809523,-31.24952380952381,35.08809523809524
58,Allamakee,IA,0.0,0.0,0.0,14.0,1.0,0.0,2.0,0.0,0.0,2.8292682926829267,0.0975609756097561,0.0,116.0,4.0,0.0,13940.0,7098.0,6842.0,6.1,91.2,0.9,0.1,0.3,0.0,10379.0,47895.0,3365.0,27377.0,1746.0,11.4,15.3,29.8,15.3,17.5,17.5,19.9,74.1,11.1,0.2,5.0,2.1,7.5,6881.0,77.8,10.3,10.8,1.1,3.3,0.0,13940.0,4004.0,28.7,0.0,0.15901600000000002,1.5,0.6,0.5,0.3,1.0,5.8,91.5,2421.0,4093.0,409.0,1655214176.0,50995532.0,639.082,19.689,36.406190476190474,32.78380952380952,40.12047619047618,-2.4795238095238097,-27.010952380952382,34.81857142857144
